"","Species","GrowthForm_CTD","Abund_CTD","family_molecules","family_morphology","larval","MeanPCcover","Growth_rate","Colony_fecundity","Colony_area","Polyps_per_area","Polyp_fecundity","Eggs_per_area","Colony_maximum_diameter","Corallite_width_minimum","Corallite_width_maximum"
"280","Pseudodiploria clivosa",NA,NA,NA,NA,NA,NA,6.4,7626.81832617008,145.036818365847,10.468655,826.548101771428,729.6188,35.1333333333333,4.5,5.8
"281","Diploria labyrinthiformis",NA,NA,NA,NA,NA,NA,4.08678571428571,7626.81832617008,146.300518365847,11.8157383333333,826.548101771428,743.2188,32.33,4.3,5.8
"282","Pseudodiploria strigosa",NA,NA,NA,NA,NA,NA,5.0325,7790.49031122696,162.832314195798,8.49261499999999,1149.79040088571,624.5199,69.8566666666667,5.1,10.1
"283","Duncanopsammia axifuga",NA,NA,NA,NA,NA,NA,5.08603623152709,12483.4434004794,173.631629810757,3.326475,1290.12496088571,648.4889,174.171016666667,6.7,10.5
"284","Echinomorpha nishihirai",NA,NA,NA,NA,NA,NA,4.99871477093075,7626.81832617008,162.832314195798,9.77115499999999,1730.6036,592.468,50.3570166666667,81.327,115.5
"285","Echinophyllia aspera","laminar","common","Lobophyllidae","Pectiniidae","spawner",0.051,4.82097241155396,8380.19681832073,159.653559529775,4.46527333333333,1290.12496088571,600.2739,101.625,8.8,10.9
"286","Echinophyllia costata",NA,NA,NA,NA,NA,NA,5.6529427455836,7851.74714611853,168.487648035007,9.13465166666666,784.802062657143,536.6668,80,3.8,6
"287","Echinophyllia echinata","laminar","uncommon","Lobophyllidae","Pectiniidae",NA,0.055,3.27154462419764,8380.19681832073,159.653559529775,4.61054333333333,1427.98581088571,604.027,100,12,12.9
"288","Echinophyllia echinoporoides","encrusting","common","Lobophyllidae","Pectiniidae",NA,0.059,5.37617377004519,8380.19681832073,154.105361451556,7.06909,710.345733542857,529.0047,107.474941666667,2.5,5.7
"289","Echinophyllia orpheensis",NA,NA,NA,NA,NA,NA,5.49217835497836,7626.81832617008,145.036818365847,10.1251583333333,1239.65125088571,743.063,45,10,10.1
"290","Echinophyllia patula",NA,NA,NA,NA,NA,NA,10.0620271307237,12538.0007288317,181.092416738655,8.904235,401.507111771428,946.3876,190.911783333333,4.9,7
"291","Echinophyllia pectinata",NA,NA,NA,NA,NA,NA,5.80198240670249,11996.338980584,172.367929810757,3.165055,1290.12496088571,624.3359,157.038183333333,7.2,14.5
"292","Echinopora ashmorensis",NA,NA,NA,NA,NA,NA,22.5227385471076,13362.8823531053,203.447867889115,33.7401435,135.101970371429,1605.3023,200,4.4,5.1
"293","Echinopora forskaliana",NA,NA,NA,NA,NA,NA,4.70782931881844,8380.19681832073,161.803068776274,5.90417,757.559001771428,510.1978,103.858,4.3,5.8
"294","Echinopora fruticulosa",NA,NA,NA,NA,NA,NA,11.2065292097608,12483.4434004794,177.280238967075,15.8809701666667,221.707317085714,1214.0621,200,3.7,4.8
"295","Echinopora gemmacea","laminar","common","Merulinidae","Faviidae","spawner",0.218,7.39554551030073,8380.19681832073,145.931486233423,11.8716083333333,490.011173542857,791.327,108.133108333333,3,4.2
"296","Echinopora hirsutissima","submassive","uncommon","Merulinidae","Faviidae",NA,0.083,6.77734097127533,8380.19681832073,137.334318125011,7.23417,710.345733542857,699.9955,111.853741666667,3.7,4.2
"297","Echinopora horrida","encrusting_long_uprights","uncommon","Merulinidae","Faviidae","spawner",0.11,22.3967949112392,35276.0939707366,358.537140064013,58.7336495,22.9160024,2579.7958,500,2,2.4
"298","Echinopora irregularis",NA,NA,NA,NA,NA,NA,12.1165577979328,26826.3529075185,147.129076726364,21.103217,127.009800628571,1759.6098,549.189516666667,1.9,4.2
"299","Echinopora lamellosa","laminar","common","Merulinidae","Faviidae","spawner",0.515,8.49032597740888,26811.959806197,143.692064518655,14.7537603333333,288.212235314286,1207.2604,500,2.3,3.4
"300","Echinopora mammiformis","encrusting_long_uprights","common","Merulinidae","Faviidae",NA,0.362,4.234398,26936.3886716245,160.539252120225,3.28310166666667,1291.17224088571,664.4129,500,6.1,8.9
"301","Echinopora pacificus","laminar","common","Merulinidae","Faviidae","spawner",0.113,7.57745066270715,9196.03919396186,145.931486233423,11.8132116666667,402.738844428571,888.6996,116.594733333333,2.5,4.6
"302","Echinopora robusta",NA,NA,NA,NA,NA,NA,4.44727803093965,8380.19681832073,161.803068776274,5.21208666666667,956.204920885714,493.7609,109.57585,4.2,8.6
"303","Echinopora taylorae",NA,NA,NA,NA,NA,NA,12.4765472103752,26905.7602541787,147.129076726364,19.7243386666667,175.235275314286,1439.6895,547.157483333334,2.2,5
"304","Echinopora tiranensis",NA,NA,NA,NA,NA,NA,12.2943666666667,12359.0145350519,162.884361028568,18.6797535,198.596378857143,1401.3932,193.666666666667,2.4,3.5
"305","Erythrastrea flabellata",NA,NA,NA,NA,NA,NA,3.67272165621735,8380.19681832073,159.653559529775,4.61212833333333,1345.36035088571,603.337,100,10,14
"306","Euphyllia ancora",NA,NA,NA,NA,NA,NA,3.96129941909646,8380.19681832073,159.653559529775,5.05432833333333,1707.51996,586.669,100,16,45
"307","Euphyllia cristata","massive","common","Euphylliidae","Euphyllidae",NA,0.01,3.53743122936495,7314.78856477922,144.751853161336,11.2266233333333,1348.1745,818.048,12,20,25
"308","Euphyllia divisa",NA,NA,NA,NA,NA,NA,2.73691426731805,8380.19681832073,159.653559529775,4.40163333333333,1507.98581088571,598.392,100,14.49715,22
"309","Euphyllia glabrescens","massive","common","Euphylliidae","Euphyllidae","brooder",0.007,5.05042592551127,7790.49031122696,146.300518365847,8.26011333333333,1184.41586088571,739.0869,65.1723666666666,8,19
"310","Euphyllia paraancora","massive","uncommon","Euphylliidae","Euphyllidae","spawner",0.05,2.71849446297377,8380.19681832073,159.653559529775,6.40899833333333,1707.51996,586.669,100,29,30
"311","Euphyllia paradivisa",NA,NA,NA,NA,NA,NA,3.61215815547502,8380.19681832073,159.653559529775,6.58172833333333,1707.51996,586.669,96.935,36,45
"312","Euphyllia paraglabrescens",NA,NA,NA,NA,NA,NA,5.99160467979717,9804.36909105486,168.833522199613,3.62929,1971.39634,566.192,131.622966666667,40.127,51
"313","Euphyllia yaeyamaensis",NA,NA,NA,NA,NA,NA,5.78100368338558,9804.36909105486,168.833522199613,2.197575,1535.97814,607.397,132.403483333333,17.771,25.2
"314","Eusmilia fastigiata",NA,NA,NA,NA,NA,NA,5.41139351358412,9804.36909105486,167.930482768309,2.113205,1507.98581088571,620.767,129.955,18.1,20.9
"315","Dipsastraea albida",NA,NA,NA,NA,NA,NA,6.53133947865353,9804.36909105486,168.833522199613,1.940515,1290.12496088571,628.7639,132.297666666667,8.3,12.1
"316","Dipsastraea danai",NA,NA,NA,NA,NA,NA,4.78474444282729,11996.338980584,173.631629810757,3.240035,1290.12496088571,637.9239,170.3678,6.8,9.2
"317","Favia fragum",NA,NA,NA,NA,NA,NA,4.40112989814449,7314.78856477922,144.751853161336,11.8737383333333,826.548101771428,743.2188,4.18,4.2,5.8
"318","Dipsastraea helianthoides",NA,NA,NA,NA,NA,NA,10.7786916652573,12483.4434004794,180.965097919169,10.7321883333333,678.510791771428,801.6796,195.25,6.2,9
"319","Dipsastraea lacuna",NA,NA,NA,NA,NA,NA,2.8362595995671,8380.19681832073,159.653559529775,4.60248333333333,1290.12496088571,641.0209,100,5.9,9.8
"320","Dipsastraea laxa",NA,NA,NA,NA,NA,NA,6.70900020701252,9804.36909105486,168.833522199613,3.77447666666667,1066.70164354286,535.9438,141.735116666667,3.8,5.8
"321","Mussismilia leptophylla",NA,NA,NA,NA,NA,NA,3.87885850713013,8380.19681832073,159.653559529775,4.93892333333333,956.204920885714,575.3649,100,5,10.2
"322","Dipsastraea lizardensis",NA,NA,NA,NA,NA,NA,2.62711845536648,8380.19681832073,159.653559529775,4.62254333333333,1345.36035088571,603.337,100,10,16.7
"323","Dipsastraea maritima",NA,NA,NA,NA,NA,NA,4.32188111626879,7790.49031122696,146.300518365847,10.0115433333333,1413.81853088571,719.397,57.6181666666667,13.8,18.8
"324","Dipsastraea marshae",NA,NA,NA,NA,NA,NA,5.28328729175996,7790.49031122696,145.036818365847,10.0241566666667,1322.27671088571,725.032,60,12.5,19.3
"325","Dipsastraea matthaii",NA,NA,NA,NA,NA,NA,5.39036878265413,7790.49031122696,145.036818365847,8.14444666666666,1184.41586088571,739.0869,64.6613,8.8,13.8
"326","Dipsastraea maxima",NA,NA,NA,NA,NA,NA,5.47559875999368,9804.36909105486,168.833522199613,3.794945,1971.39634,559.889,137.058733333333,23,29
"327","Dipsastraea pallida",NA,NA,NA,NA,NA,NA,4.53333333333333,12483.4434004794,173.631629810757,3.196285,1290.12496088571,648.4889,175.31625,6.8,10.2
"328","Dipsastraea rosaria",NA,NA,NA,NA,NA,NA,3.46913483766234,8380.19681832073,159.653559529775,4.59206833333333,1290.12496088571,629.7559,100,6.1,9.3
"329","Dipsastraea rotumana",NA,NA,NA,NA,NA,NA,5.33458306836842,7790.49031122696,145.036818365847,8.14444666666666,1184.41586088571,739.0869,64.6613,8.8,14.2
"330","Favites rotundata",NA,NA,NA,NA,NA,NA,5.59540793103448,9196.03919396186,160.539368776274,2.141575,1507.98581088571,608.097,129.034383333333,16.2,21.2
"331","Dipsastraea speciosa",NA,NA,NA,NA,NA,NA,6.37857142857143,7851.74714611853,151.955852205057,10.2326766666667,1149.79040088571,641.8629,75,7.5,9.9
"332","Goniastrea stelligera",NA,NA,NA,NA,NA,NA,10,9196.03919396186,173.328902874174,10.7905951666667,283.8014662,979.283400000001,116.372016666667,3.2,5.1
"333","Dipsastraea truncata",NA,NA,NA,NA,NA,NA,3.17627771122556,8380.19681832073,159.653559529775,4.60127333333333,1290.12496088571,638.9869,100,9,10.5
"334","Dipsastraea veroni",NA,NA,NA,NA,NA,NA,5.41409977499512,7626.81832617008,145.036818365847,8.41865499999999,1239.65125088571,731.35,54.5313666666667,10,17.5
"335","Dipsastraea vietnamensis",NA,NA,NA,NA,NA,NA,5.62579863113898,9804.36909105486,168.833522199613,2.64105833333334,1096.53948088571,567.5579,129.574383333333,4.8,14.1
"336","Favites abdita","massive","common","Merulinidae","Faviidae","spawner",0.281,0.8,8380.19681832073,159.653559529775,4.62254333333333,1290.12496088571,645.5079,100,7.5,15
"337","Favites acuticollis",NA,NA,NA,NA,NA,NA,4.89683267651888,12483.4434004794,173.631629810757,3.197495,1290.12496088571,637.9239,184.8809,6.7,9.3
"338","Favites melicerum",NA,NA,NA,NA,NA,NA,5.22623605799373,9196.03919396186,161.803068776274,2.35230833333334,1142.70676088571,623.1019,127.678233333333,6.4,8.1
"339","Favites chinensis","massive","common","Merulinidae","Faviidae","spawner",0.071,9.89644157704463,14269.6436626891,181.092416738655,10.2774233333333,678.510791771428,763.9278,203.022716666667,7.5,12.5
"340","Favites complanata","massive","uncommon","Merulinidae","Faviidae","spawner",0.048,5.05042592551127,7790.49031122696,146.300518365847,8.26011333333333,1184.41586088571,739.0869,65.1723666666666,8,18.8
"341","Favites flexuosa","massive","uncommon","Merulinidae","Faviidae","spawner",0.078,3.87820370918777,8380.19681832073,159.653559529775,6.634075,1379.19307088571,604.027,97.008225,13.2,18.8
"342","Favites halicora","massive","uncommon","Merulinidae","Faviidae","spawner",0.133,5.41761227499512,7626.81832617008,145.036818365847,8.41865499999999,1239.65125088571,731.35,53.7842333333333,10.8,16.8
"343","Favites micropentagonus",NA,NA,NA,"Faviidae",NA,0.033,4.68245521247945,7626.81832617008,162.832314195798,9.27725666666666,744.964413542857,537.6368,50,3.3,5.2
"344","Favites paraflexuosus",NA,NA,NA,NA,NA,NA,5.50069535191819,7790.49031122696,145.036818365847,8.12644666666666,1239.65125088571,731.35,60,10.5,16.2
"345","Favites pentagona","submassive","uncommon","Merulinidae","Faviidae","spawner",0.058,3.88324219760632,8380.19681832073,159.653559529775,5.20208666666667,932.220262657143,522.1659,100,3.8,8.5
"346","Paragoniastrea russelli",NA,NA,NA,NA,NA,NA,5.49225499216301,9804.36909105486,168.833522199613,2.09402,1290.12496088571,651.9179,136.816633333333,6,16
"347","Favites spinosa",NA,NA,NA,NA,NA,NA,5.30605908568443,9804.36909105486,168.833522199613,2.84272833333333,1142.70676088571,581.8459,138.882216666667,5.2,8.2
"348","Favites stylifera",NA,NA,NA,NA,NA,NA,11.6482306632191,14346.2147063036,199.306946232087,10.21148,350.954782657143,1202.2573,213.195116666667,5,6.8
"349","Favites vasta","massive","uncommon","Merulinidae","Faviidae",NA,0.027,5.1552028295555,7626.81832617008,146.300518365847,10.2527616666667,1322.27671088571,725.032,53.1549333333333,12.5,17.5
"350","Lithophyllon concinna",NA,NA,NA,NA,NA,NA,5.27441913436692,7314.78856477922,144.751853161336,12.4192633333333,1764.96724,784.03,16,95.7104999999999,160
"351","Cycloseris costulata",NA,NA,NA,NA,NA,NA,5.53279252407799,7314.78856477922,144.751853161336,12.4072633333333,1764.96724,784.03,7.73333333333333,70,76
"352","Cycloseris curvata","massive","rare","Fungiidae","Fungiidae",NA,0.013,5.5949217101245,7314.78856477922,144.751853161336,12.3695333333333,1764.96724,777.46,9,75,81
"353","Cycloseris cyclolites",NA,NA,NA,NA,NA,NA,4.48081276521928,7314.78856477922,146.015553161336,12.6192633333333,1764.96724,784.03,16.0333333333333,33.3,35.7
"354","Cycloseris distorta",NA,NA,NA,NA,NA,NA,4.42121144291755,7314.78856477922,146.015553161336,12.6192633333333,1764.96724,784.03,4,38.18,40
"355","Cycloseris fragilis",NA,NA,NA,NA,NA,NA,5.00193999588912,7314.78856477922,146.015553161336,12.6192633333333,1764.96724,784.03,7,41.71,48
"356","Heliofungia fralinae",NA,NA,NA,NA,NA,NA,5.82391337679117,7314.78856477922,144.751853161336,12.3695333333333,1764.96724,777.46,14.0658006969882,72.402,90
"357","Fungia fungites","massive","common","Fungiidae","Fungiidae","spawner",0.077,2,7314.78856477922,147.097534867426,12.7349933333333,1764.96724,794.387,28,96.735,158
"358","Pleuractis granulosa",NA,NA,NA,NA,NA,NA,5.72565891472868,7314.78856477922,144.751853161336,12.3695333333333,1764.96724,777.46,13.5,94.0039999999999,120
"359","Cycloseris hexagonalis",NA,NA,NA,NA,NA,NA,3.86601809878107,7314.78856477922,146.015553161336,12.6519933333333,1764.96724,805.865,9,28.1,29
"360","Danafungia horrida",NA,NA,NA,NA,NA,NA,6.00761291790896,7314.78856477922,144.751853161336,12.3695333333333,1764.96724,777.46,20,94.9304999999999,204
"361","Pleuractis moluccensis",NA,NA,NA,NA,NA,NA,4.69707339405048,7626.81832617008,162.832314195798,9.77115499999999,1730.6036,592.468,50.3708678571428,93.552,160
"362","Pleuractis paumotensis",NA,NA,NA,NA,NA,NA,5.14662205873584,7314.78856477922,147.097534867426,12.5865333333333,1764.96724,772.552,25,97.1409999999999,235
"363","Lithophyllon repanda",NA,NA,NA,NA,NA,NA,4.64181197567936,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,30,150,150
"364","Lithophyllon scabra",NA,NA,NA,NA,NA,NA,5.15696267911675,7314.78856477922,146.015553161336,12.5865333333333,1764.96724,784.03,10.6391154761905,68.67325,78
"365","Danafungia scruposa","massive","common","Fungiidae","Fungiidae","spawner",0.01,4.99704866080302,7314.78856477922,147.097534867426,12.5865333333333,1764.96724,772.552,24,89.1659999999999,111
"366","Lobactis scutaria",NA,NA,NA,NA,NA,NA,9.3,7314.78856477922,148.537047413952,12.1862083333333,1444.1745,965.997900000001,17,56.6609999999999,169
"367","Pleuractis seychellensis",NA,NA,NA,NA,NA,NA,5.67347519849659,7314.78856477922,144.751853161336,12.3695333333333,1764.96724,777.46,15,72.099,88.8
"368","Cycloseris sinensis",NA,NA,NA,NA,NA,NA,5.01557722229966,7314.78856477922,147.097534867426,12.6192633333333,1764.96724,772.552,25.6331979166667,53.3,54.8
"369","Cycloseris somervillei",NA,NA,NA,NA,NA,NA,5.32264355297157,7314.78856477922,144.751853161336,12.4192633333333,1764.96724,784.03,13,102.9,135.2
"370","Lithophyllon spinifer",NA,NA,NA,NA,NA,NA,5.65472479328165,7314.78856477922,144.751853161336,12.3695333333333,1764.96724,777.46,12.5,94.0039999999999,118
"371","Pleuractis taiwanensis",NA,NA,NA,NA,NA,NA,5.14662205873584,7314.78856477922,147.097534867426,12.5285333333333,1764.96724,772.552,28,105.219,193
"372","Cycloseris tenuis",NA,NA,NA,NA,NA,NA,4.72670081841931,7314.78856477922,146.015553161336,12.6192633333333,1764.96724,784.03,7.1474,42.9,46.7
"373","Cycloseris vaughani",NA,NA,NA,NA,NA,NA,10.8747494351791,12483.4434004794,170.982816738655,8.13055166666665,1208.69853088571,798.6487,184.710666666667,31.47,58.5
"374","Galaxea acrhelia",NA,NA,NA,NA,NA,NA,7.22483459734497,9196.03919396186,179.477151534122,4.04846,689.362641771428,505.7408,125,4.7,5.4
"375","Galaxea astreata","submassive","common","Euphylliidae","Oculinidae","spawner",0.035,4.41112939940308,11993.5026775383,146.425892199417,6.198935,709.816605314285,762.7152,166.666666666667,3.4,3.7
"376","Galaxea cryptoramosa",NA,NA,NA,NA,NA,NA,4.85844264695449,7314.78856477922,125.156184216163,12.473215,815.268101771428,807.8348,30,4.2,4.6
"377","Galaxea fascicularis","massive","common","Euphylliidae","Oculinidae","spawner",0.382,4.78519210173161,26936.3886716245,160.539252120225,3.22074333333333,1437.79770088571,686.7129,500,5.8,10.7
"378","Galaxea horrescens",NA,NA,NA,NA,NA,NA,12.3876083333333,12359.0145350519,162.884361028568,19.7178985,167.425444171429,1401.3932,200,2.5,2.9
"379","Galaxea longisepta","encrusting","rare","Euphylliidae","Oculinidae",NA,0.087,5.55141008848583,7314.78856477922,143.488153161336,10.3777166666667,877.775820885714,714.5819,15,4.7,7.6
"380","Galaxea paucisepta",NA,NA,NA,NA,NA,NA,9.87476240243002,12359.0145350519,159.729855125999,19.5272285,256.8783262,1147.8126,191.416666666667,2.4,3.1
"381","Gardineroseris planulata","massive","uncommon","Agariciidae","Agariciidae","spawner",0.064,9.9,26851.2029258264,157.702767985713,18.7053036666667,276.434874428571,1169.2567,523.757483333334,1.4,5
"382","Paragoniastrea australensis",NA,NA,NA,NA,NA,NA,3.76666666666667,12483.4434004794,173.631629810757,3.30766,1290.12496088571,657.9549,175.147,8.5,10
"383","Goniastrea columella",NA,NA,NA,NA,NA,NA,5.41761227499512,7626.81832617008,145.036818365847,8.41865499999999,1239.65125088571,731.815,53.9342333333333,11,17.5
"384","Paragoniastrea deformis",NA,NA,NA,NA,NA,NA,4.69669549261083,12483.4434004794,173.631629810757,3.216495,1290.12496088571,621.7239,182.870766666667,6.2,8.8
"385","Goniastrea edwardsi","massive","common","Merulinidae","Faviidae","spawner",0.106,9.8625,8380.19681832073,156.571511084823,15.2617585,282.7541862,1004.8553,100,2.5,5
"386","Goniastrea minuta","submassive","uncommon","Merulinidae","Faviidae","spawner",0.027,5.38928593894611,9804.36909105486,168.833522199613,3.67212,949.121280885714,523.0708,133.914066666667,4.3,5.9
"387","Coelastrea palauensis",NA,NA,NA,NA,NA,NA,4.13202449291019,7314.78856477922,144.751853161336,11.2661766666667,1274.01489088571,801.853,20,10,18.8
"388","Goniastrea pectinata","submassive","common","Merulinidae","Faviidae","spawner",0.093,5.32144446447231,9196.03919396186,160.539368776274,2.607455,1096.53948088571,611.8539,128.332216666667,5,15
"389","Paramontastraea peresi",NA,NA,NA,NA,NA,NA,7.13760127174787,12483.4434004794,155.836133980807,5.60854166666666,844.204920885714,534.0599,173.6274,5,12.5
"390","Goniastrea ramosa",NA,NA,NA,NA,NA,NA,3.42066044786104,7314.78856477922,140.663527542708,12.2737983333333,750.555772657142,761.7838,30,2.5,7.4
"391","Goniastrea thecata",NA,NA,NA,NA,NA,NA,2.71958436147186,8380.19681832073,159.653559529775,4.77856333333333,1290.12496088571,616.2439,100,7.7,8.4
"392","Goniopora albiconus",NA,NA,NA,NA,NA,NA,13.5770494834493,8043.39001946356,140.465153050384,22.1527851666667,60.6721330285715,2004.4029,100,1.7,3.2
"393","Goniopora burgosi",NA,NA,NA,NA,NA,NA,29.3186162148337,18931.1789966934,335.322821622282,47.3886608333333,15.9941832857143,2211.0925,160.505766666667,1.4,1.7
"394","Goniopora cellulosa",NA,NA,NA,NA,NA,NA,18.2815727150538,12351.8667993419,171.694200770346,43.7196451666667,77.2364483428572,1721.7577,195,2.4,4.1
"395","Goniopora ciliatus",NA,NA,NA,NA,NA,NA,8.29108270455429,26921.0744629016,153.126686863096,10.20987,287.426775314286,985.793,500,2.9,3.8
"396","Goniopora columna","columnar","common","Poritidae","Poritidae","spawner",0.196,5.17120151131524,11993.5026775383,139.991884874698,7.00770833333333,709.816605314285,762.7152,157.188041666667,2.7,3.7
"397","Goniopora djiboutiensis","columnar","common","Poritidae","Poritidae","spawner",0.066,6.73834790208547,8380.19681832073,137.334318125011,7.17496666666666,710.345733542857,617.6768,106.105333333333,3.2,4.7
"398","Goniopora eclipsensis",NA,NA,NA,NA,NA,NA,12.6734444444444,12422.6594438184,154.940874685953,22.0417118333333,109.181727714286,1903.8649,188.228025,2,3.1
"399","Goniopora fruticosa","encrusting","uncommon","Poritidae","Poritidae",NA,0.047,26.352543932896,39860.6405503299,408.622602395662,62.3476603333334,22.5955124,2604.1977,369.603033333333,1.7,3.7
"400","Goniopora lobata","columnar","common","Poritidae","Poritidae","spawner",0.023,7.49004664323281,9804.36909105486,154.225639656761,11.1283966666667,403.524304428571,790.6386,135.504266666667,2.4,4.6
"401","Goniopora minor","encrusting","common","Poritidae","Poritidae","spawner",0.055,15.5622980804332,34594.7374801203,338.971655296921,42.2441638333334,48.3292588571429,2604.1977,989.333333333334,1.5,2.5
"402","Goniopora norfolkensis","encrusting","uncommon","Poritidae","Poritidae","spawner",0.035,22.5342503256896,35820.2249368459,365.7249415283,57.866684,25.5511724,2604.1977,763.157133333334,1.5,2.4
"403","Goniopora palmensis",NA,NA,NA,NA,NA,NA,25.1156963299233,18946.4932054163,335.322821622282,45.6907938333333,24.3668406285714,2211.0925,160.257033333333,1.7,2.4
"404","Goniopora pandoraensis",NA,NA,NA,NA,NA,NA,16.1084996774974,26504.2333143254,165.990053557033,31.094319,40.7209494857143,1902.3028,423.736333333333,2,2.7
"405","Goniopora pearsoni",NA,NA,NA,NA,NA,NA,19.1133893525195,12215.4329064678,155.745583465293,47.4585801666667,14.2328634,1878.998,200,2.2,3.3
"406","Goniopora pendulus",NA,NA,NA,NA,NA,NA,5.34579710020372,9196.03919396186,160.539368776274,3.691245,886.613561771428,525.1708,126.3474,4.1,5.6
"407","Goniopora planulata",NA,NA,NA,NA,NA,NA,12.1834256433692,14154.3023776759,163.486953028385,22.2056518333333,109.181727714286,1903.3949,201.595716666667,1.6,3.1
"408","Goniopora polyformis",NA,NA,NA,NA,NA,NA,4.38585167876242,8380.19681832073,161.803068776274,5.94146,808.786720885714,510.1978,116.16105,4.6,5.9
"409","Goniopora savignyi",NA,NA,NA,NA,NA,NA,15.8813254928315,12248.8976269593,188.748697999645,29.7385536666667,80.2121565714286,1927.3318,184.244358333333,1.7,2.2
"410","Goniopora somaliensis","encrusting","uncommon","Poritidae","Poritidae",NA,0.101,12.5595590335845,12531.774100523,153.80449350544,21.5258368333333,120.461727714286,1855.0611,200,2.2,3.1
"411","Goniopora stokesi",NA,NA,NA,NA,NA,NA,4.37963674929233,7314.78856477922,113.497293237734,15.9721516666667,779.328053542857,802.9348,10,2.7,4.7
"412","Goniopora sultani",NA,NA,NA,NA,NA,NA,4.94726800679206,12483.4434004794,173.631629810757,3.50636833333333,1142.70676088571,609.5239,174.844966666667,7,7.8
"413","Goniopora tenella",NA,NA,NA,NA,NA,NA,11.4533293856999,26701.9240420911,142.049360933888,23.346362,150.5233324,1965.6269,517.973325,2,2.9
"414","Goniopora tenuidens","massive","common","Poritidae","Poritidae","spawner",0.028,4.81563599079861,7314.78856477922,147.097534867426,12.5612633333333,1764.96724,772.552,28.02868125,67.664,83.9338611111111
"415","Gyrosmilia interrupta",NA,NA,NA,NA,NA,NA,5.54444355452956,7626.81832617008,145.036818365847,8.33694666666666,1036.99766088571,728.4559,50,6.3,8.1
"416","Halomitra clavator",NA,NA,NA,NA,NA,NA,4.04780386094298,8380.19681832073,161.803068776274,5.960585,746.279001771428,510.1978,110.02915,4.2,5.3
"417","Halomitra pileus","massive","common","Fungiidae","Fungiidae","spawner",0.034,7.50234584317643,7790.49031122696,131.825860389866,12.6924866666667,438.142984428571,849.3082,60,2.4,4.8
"418","Heliofungia actiniformis",NA,NA,NA,NA,NA,NA,5.76,7314.78856477922,144.751853161336,12.3695333333333,1764.96724,777.46,20,93.2259999999999,142
"419","Herpolitha limax",NA,NA,NA,NA,NA,NA,10,7851.74714611853,150.701010826133,11.5427816666667,1235.97853088571,810.5539,79.5192,49.287,370
"420","Heterocyathus aequicostatus",NA,NA,NA,NA,NA,NA,7.43566668558682,9196.03919396186,179.477151534122,4.69708333333333,653.429373542857,500.3758,128.3049,3.4735,5.6
"421","Heteropsammia cochlea",NA,NA,NA,NA,NA,NA,5.47351103634871,9804.36909105486,168.833522199613,2.80140833333334,1141.91402088571,551.3899,129.783166666667,4.2025,7.3
"422","Horastrea indica",NA,NA,NA,NA,NA,NA,5.3292649477534,11996.338980584,172.367929810757,3.07216,1290.12496088571,636.7759,158.946916666667,7.3,13.8
"423","Hydnophora bonsai",NA,NA,NA,NA,NA,NA,18.7176470878136,12440.3617264163,167.998970735951,46.0740718333334,71.2522701142858,1784.3745,190.383508333333,1.9,4.5
"424","Hydnophora exesa","submassive","common","Merulinidae","Merulinidae","spawner",0.106,7.44721481046706,8380.19681832073,143.781976986923,11.8716083333333,490.011173542857,725.3863,100,3,4.5
"425","Hydnophora grandis",NA,NA,NA,NA,NA,NA,5.0670981692203,7851.74714611853,146.546297383744,9.63713,710.338953542857,654.9378,79.9366666666666,3.3,4.7
"426","Hydnophora microconos","massive","common","Merulinidae","Merulinidae","spawner",0.112,8.9,9858.92641940715,187.771304957461,3.932295,579.952434428571,821.8131,129.651416666667,3.6,7.2
"427","Hydnophora pilosa","columnar","uncommon","Merulinidae","Merulinidae","spawner",0.152,5.41094686968204,9804.36909105486,168.833522199613,2.77313833333334,1141.91402088571,581.8459,129.483166666667,5,8
"428","Hydnophora rigida","branching_closed","common","Merulinidae","Merulinidae","spawner",0.138,71,40156.634182901,420.482357071757,36.0481208333333,154.289157085714,2242.9994,546.290433333333,4.7,6.7
"429","Indophyllia macassarensis",NA,NA,NA,NA,NA,NA,5.55569320237256,7314.78856477922,144.751853161336,12.4072633333333,1764.96724,777.93,4.5,69.804,77.1921333333333
"430","Isophyllia rigida",NA,NA,NA,NA,NA,NA,4.06738868768828,7314.78856477922,144.751853161336,11.2661766666667,1218.77950088571,831.8679,5.78,9.2,18.2
"431","Isophyllia sinuosa",NA,NA,NA,NA,NA,NA,3.44035549088509,7314.78856477922,144.751853161336,11.2182383333333,1218.77950088571,853.4679,8.27,9.2,11.2
"432","Leptastrea aequalis","encrusting","rare","Fungiidae","Faviidae",NA,0.027,3.34463532329989,7311.95226173351,115.108549508723,18.6136283333333,691.563535314285,993.042000000001,20,2.5,2.8
"433","Leptastrea bewickensis","encrusting","uncommon","Fungiidae","Faviidae",NA,0.47,11.5623376754386,8169.66109969379,146.985321157442,19.9717335,155.888795942857,1618.5218,100,1.8,4.2
"434","Leptastrea bottae",NA,NA,NA,NA,NA,NA,12.0133340596281,26701.9240420911,141.66740447543,21.440062,126.1087824,1960.2269,476.250866666667,1.9,3.5
"435","Leptastrea inaequalis","massive","uncommon","Fungiidae","Faviidae",NA,0.046,18.3763245514442,12440.3617264163,169.262670735951,45.4788535,70.8938763142858,1867.7041,188.383508333333,1.8,4.1
